filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
current_recording.au,0.5491838455200195,0.008751009590923786,3173.406820150021,3019.9134136673233,6983.532771532749,0.09372883610681114,0.2514872441570097,-370.29248046875,56.74776077270508,11.207839012145996,24.39422035217285,6.235177516937256,18.10279083251953,7.319623947143555,9.890762329101562,7.199319839477539,11.851725578308105,3.884577512741089,7.397885799407959,-3.8624398708343506,12.555706024169922,-2.481184244155884,10.092767715454102,-1.3317375183105469,12.168397903442383,2.2992238998413086,10.72439956665039,test
