filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
utils/current_recording.au,0.40738213062286377,0.06491867452859879,3591.3160478275063,2264.282593691547,5952.797337582237,0.26124709752321984,0.12044872435637827,-152.2443389892578,18.682830810546875,-51.560733795166016,32.19598388671875,-4.561194896697998,1.029344081878662,-12.46047306060791,4.978586673736572,16.95303726196289,4.856812477111816,-10.209959030151367,21.767318725585938,-6.335031032562256,13.501874923706055,-8.460989952087402,2.93513822555542,8.803520202636719,10.33600902557373,1.3457183837890625,6.517543315887451,test
